"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"184:47:18","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:19","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:20","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:21","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:22","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.35","0.35","0.35","0.35"
"184:47:23","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:24","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:25","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:26","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:27","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:28","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.35","0.35","0.35","0.35"
"184:47:29","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:30","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:31","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:32","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:33","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:34","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.35","0.35","0.35","0.35"
"184:47:35","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:36","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:37","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:38","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:39","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:40","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:41","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:42","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:43","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:44","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:45","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:46","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:47","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.35","0.35","0.35","0.35"
"184:47:48","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:49","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:50","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:51","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:52","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:53","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:54","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:55","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:56","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:47:57","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:47:58","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:47:59","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:00","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:01","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:02","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:03","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:04","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:05","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:06","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:07","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:08","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:09","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:10","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:11","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:12","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:13","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:14","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:15","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:16","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:17","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:18","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:19","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:20","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:21","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:22","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:23","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:24","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:25","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:26","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:27","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:28","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:29","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.32","0.32","0.32","0.32"
"184:48:30","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.33","0.33","0.33","0.33"
"184:48:31","0.04","0.04","0.04","0.04","0.44","0.44","0.44","0.44","0.34","0.34","0.34","0.34"
"184:48:32","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:33","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:34","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:35","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:36","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:37","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:38","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:39","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:40","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:41","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:42","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:43","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:44","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:45","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:46","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:47","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:48","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:49","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:50","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:51","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:52","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:53","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:48:54","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:55","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:56","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:57","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:48:58","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:48:59","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:00","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:01","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:02","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:03","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:04","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:05","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:06","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:07","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:08","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:09","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:10","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:11","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:12","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:13","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:14","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:15","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:16","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:17","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:18","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:19","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:20","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:21","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:22","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:23","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:24","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:25","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:26","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:27","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:28","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:29","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:30","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:31","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:32","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:33","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:34","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:35","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:36","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:37","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:38","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:39","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:40","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:41","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:42","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:43","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:49:44","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:45","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:46","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:47","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:48","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:49","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:50","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:51","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:52","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:53","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:54","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:49:55","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:56","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:49:57","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:58","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:49:59","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:00","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:01","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:02","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:03","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:04","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:05","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:06","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:07","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:08","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:09","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:10","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:11","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:12","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:13","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:14","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:15","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:16","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:17","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:18","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.34","0.34","0.34","0.34"
"184:50:19","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:20","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:21","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:22","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:23","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:24","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:25","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:26","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:27","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:28","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:29","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:30","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:31","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:32","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:33","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:34","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:35","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:36","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:37","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:38","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:39","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:40","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:41","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:42","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:43","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:44","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:45","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:46","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.31","0.31","0.31","0.31"
"184:50:47","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.31","0.31","0.31","0.31"
"184:50:48","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:49","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.33","0.33","0.33","0.33"
"184:50:50","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.33","0.33","0.33","0.33"
"184:50:51","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.31","0.31","0.31","0.31"
"184:50:52","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.31","0.31","0.31","0.31"
"184:50:53","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.32","0.32","0.32","0.32"
"184:50:54","0.04","0.04","0.04","0.04","0.43","0.43","0.43","0.43","0.33","0.33","0.33","0.33"
"184:50:55","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.33","0.33","0.33","0.33"
"184:50:56","0.04","0.04","0.04","0.04","0.42","0.42","0.42","0.42","0.32","0.32","0.32","0.32"
