"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"162:49:43","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:44","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:45","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:46","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:47","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:48","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:49","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:50","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:51","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:52","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:53","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:54","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:55","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:56","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:57","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:58","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:49:59","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:00","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:01","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:02","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:03","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:04","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:05","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:06","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:07","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:08","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:09","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:10","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:11","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:12","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:13","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:14","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:15","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:16","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:17","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:18","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:19","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:20","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:21","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:22","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:23","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:24","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:25","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:26","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:27","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:28","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:29","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:30","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:31","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:32","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:33","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:34","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:35","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:36","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:37","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:38","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:39","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:40","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:41","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:42","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:43","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:44","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:45","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:46","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:47","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:48","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:49","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:50","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:51","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:52","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:53","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:54","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:55","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:56","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:57","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:58","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:50:59","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:00","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:01","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:02","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:03","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:04","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:05","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:06","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:07","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:08","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:09","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:10","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:11","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:12","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:13","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:14","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:15","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:16","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:17","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:18","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:19","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:20","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:21","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:22","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:23","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:24","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:25","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:26","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:27","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:28","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:29","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:30","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:31","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:32","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:33","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:34","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:35","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:36","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:37","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:38","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:39","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:40","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:41","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:42","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:43","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:44","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:45","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:46","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:47","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:48","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:49","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:50","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:51","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:52","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:53","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:54","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:55","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:56","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:57","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:58","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:51:59","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:00","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:01","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:02","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:03","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:04","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:05","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:06","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:07","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:08","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:09","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:10","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:11","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:12","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:13","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:14","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:15","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:16","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:17","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:18","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:19","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:20","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:21","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:22","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:23","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:24","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:25","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:26","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:27","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:28","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:29","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:30","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:31","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:32","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:33","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:34","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:35","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:36","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:37","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:38","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:39","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:40","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:41","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:42","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:43","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:44","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:45","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:46","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:47","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:48","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:49","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:50","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:51","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:52","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:53","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:54","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:55","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:56","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:57","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:58","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:52:59","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:00","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:01","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:02","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:03","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:04","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:05","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:06","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:07","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:08","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:09","0.33","0.33","0.33","0.33","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:10","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:11","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:12","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:13","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:14","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:15","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:16","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:17","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:18","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:19","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:20","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
"162:53:21","0.34","0.34","0.34","0.34","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02"
