"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"189:39:08","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.70","0.70","0.70","0.70"
"189:39:09","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:10","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:39:11","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:39:12","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:13","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:14","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:15","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:16","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:39:17","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:18","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:39:19","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:39:20","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:21","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:22","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:23","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:24","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:39:25","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:39:26","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:27","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:39:28","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:29","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:30","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:31","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:32","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:33","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:34","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:35","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:36","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.70","0.70","0.70","0.70"
"189:39:37","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:38","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:39","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.70","0.70","0.70","0.70"
"189:39:40","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:41","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:39:42","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.70","0.70","0.70","0.70"
"189:39:43","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:44","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.71","0.71","0.71","0.71"
"189:39:45","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:39:46","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:47","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:48","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:39:49","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:50","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:51","0.30","0.30","0.30","0.30","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:52","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:53","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:39:54","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:55","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:56","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:39:57","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:39:58","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:39:59","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:40:00","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:40:01","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.70","0.70","0.70","0.70"
"189:40:02","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.65","0.65","0.65","0.65"
"189:40:03","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.71","0.71","0.71","0.71"
"189:40:04","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:40:05","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.65","0.65","0.65","0.65"
"189:40:06","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:40:07","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:40:08","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:40:09","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.68","0.68","0.68","0.68"
"189:40:10","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:40:11","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.67","0.67","0.67","0.67"
"189:40:12","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:40:13","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:40:14","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:40:15","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.66","0.66","0.66","0.66"
"189:40:16","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.73","0.73","0.73","0.73"
"189:40:17","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.69","0.69","0.69","0.69"
"189:40:18","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:40:19","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.72","0.72","0.72","0.72"
"189:40:20","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.70","0.70","0.70","0.70"
"189:40:21","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:40:22","0.29","0.29","0.29","0.29","0.24","0.24","0.24","0.24","0.71","0.71","0.71","0.71"
"189:40:23","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:24","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:40:25","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.70","0.70","0.70","0.70"
"189:40:26","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:27","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:40:28","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.70","0.70","0.70","0.70"
"189:40:29","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:40:30","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:40:31","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.68","0.68","0.68","0.68"
"189:40:32","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:40:33","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.67","0.67","0.67","0.67"
"189:40:34","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.67","0.67","0.67","0.67"
"189:40:35","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.73","0.73","0.73","0.73"
"189:40:36","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.68","0.68","0.68","0.68"
"189:40:37","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:40:38","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:40:39","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.69","0.69","0.69","0.69"
"189:40:40","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:40:41","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:42","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:43","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:40:44","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.70","0.70","0.70","0.70"
"189:40:45","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:46","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:40:47","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.69","0.69","0.69","0.69"
"189:40:48","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:40:49","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:40:50","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.67","0.67","0.67","0.67"
"189:40:51","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:40:52","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.67","0.67","0.67","0.67"
"189:40:53","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:40:54","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:40:55","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.69","0.69","0.69","0.69"
"189:40:56","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:40:57","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:58","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.71","0.71","0.71","0.71"
"189:40:59","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:41:00","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.69","0.69","0.69","0.69"
"189:41:01","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:41:02","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:41:03","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.68","0.68","0.68","0.68"
"189:41:04","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.76","0.76","0.76","0.76"
"189:41:05","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.68","0.68","0.68","0.68"
"189:41:06","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:41:07","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.70","0.70","0.70","0.70"
"189:41:08","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:41:09","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:41:10","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:41:11","0.29","0.29","0.29","0.29","0.23","0.23","0.23","0.23","0.68","0.68","0.68","0.68"
"189:41:12","0.30","0.30","0.30","0.30","0.23","0.23","0.23","0.23","0.65","0.65","0.65","0.65"
"189:41:13","0.31","0.31","0.31","0.31","0.23","0.23","0.23","0.23","0.72","0.72","0.72","0.72"
"189:41:14","0.31","0.31","0.31","0.31","0.23","0.23","0.23","0.23","0.69","0.69","0.69","0.69"
"189:41:15","0.32","0.32","0.32","0.32","0.23","0.23","0.23","0.23","0.66","0.66","0.66","0.66"
"189:41:16","0.33","0.33","0.33","0.33","0.23","0.23","0.23","0.23","0.73","0.73","0.73","0.73"
"189:41:17","0.38","0.38","0.38","0.38","0.24","0.24","0.24","0.24","0.69","0.69","0.69","0.69"
"189:41:18","0.50","0.50","0.50","0.50","0.24","0.24","0.24","0.24","0.65","0.65","0.65","0.65"
"189:41:19","0.60","0.60","0.60","0.60","0.25","0.25","0.25","0.25","0.71","0.71","0.71","0.71"
"189:41:20","0.67","0.67","0.67","0.67","0.26","0.26","0.26","0.26","0.70","0.70","0.70","0.70"
"189:41:21","0.72","0.72","0.72","0.72","0.27","0.27","0.27","0.27","0.65","0.65","0.65","0.65"
"189:41:22","0.75","0.75","0.75","0.75","0.27","0.27","0.27","0.27","0.70","0.70","0.70","0.70"
"189:41:23","0.78","0.78","0.78","0.78","0.28","0.28","0.28","0.28","0.70","0.70","0.70","0.70"
"189:41:24","0.79","0.79","0.79","0.79","0.31","0.31","0.31","0.31","0.66","0.66","0.66","0.66"
"189:41:25","0.81","0.81","0.81","0.81","0.40","0.40","0.40","0.40","0.70","0.70","0.70","0.70"
"189:41:26","0.83","0.83","0.83","0.83","0.46","0.46","0.46","0.46","0.71","0.71","0.71","0.71"
"189:41:27","0.84","0.84","0.84","0.84","0.50","0.50","0.50","0.50","0.67","0.67","0.67","0.67"
"189:41:28","0.85","0.85","0.85","0.85","0.54","0.54","0.54","0.54","0.71","0.71","0.71","0.71"
"189:41:29","0.86","0.86","0.86","0.86","0.57","0.57","0.57","0.57","0.75","0.75","0.75","0.75"
"189:41:30","0.87","0.87","0.87","0.87","0.59","0.59","0.59","0.59","0.70","0.70","0.70","0.70"
"189:41:31","0.88","0.88","0.88","0.88","0.60","0.60","0.60","0.60","0.73","0.73","0.73","0.73"
"189:41:32","0.88","0.88","0.88","0.88","0.62","0.62","0.62","0.62","0.84","0.84","0.84","0.84"
"189:41:33","0.89","0.89","0.89","0.89","0.63","0.63","0.63","0.63","0.82","0.82","0.82","0.82"
"189:41:34","0.90","0.90","0.90","0.90","0.65","0.65","0.65","0.65","0.90","0.90","0.90","0.90"
"189:41:35","0.90","0.90","0.90","0.90","0.66","0.66","0.66","0.66","0.93","0.93","0.93","0.93"
"189:41:36","0.90","0.90","0.90","0.90","0.66","0.66","0.66","0.66","0.87","0.87","0.87","0.87"
"189:41:37","0.91","0.91","0.91","0.91","0.66","0.66","0.66","0.66","0.87","0.87","0.87","0.87"
"189:41:38","0.91","0.91","0.91","0.91","0.66","0.66","0.66","0.66","0.93","0.93","0.93","0.93"
"189:41:39","0.91","0.91","0.91","0.91","0.68","0.68","0.68","0.68","0.91","0.91","0.91","0.91"
"189:41:40","0.90","0.90","0.90","0.90","0.69","0.69","0.69","0.69","0.87","0.87","0.87","0.87"
"189:41:41","0.89","0.89","0.89","0.89","0.69","0.69","0.69","0.69","0.93","0.93","0.93","0.93"
"189:41:42","0.91","0.91","0.91","0.91","0.70","0.70","0.70","0.70","0.93","0.93","0.93","0.93"
"189:41:43","0.90","0.90","0.90","0.90","0.71","0.71","0.71","0.71","0.89","0.89","0.89","0.89"
"189:41:44","0.90","0.90","0.90","0.90","0.71","0.71","0.71","0.71","0.95","0.95","0.95","0.95"
"189:41:45","0.88","0.88","0.88","0.88","0.72","0.72","0.72","0.72","0.97","0.97","0.97","0.97"
"189:41:46","0.90","0.90","0.90","0.90","0.72","0.72","0.72","0.72","0.90","0.90","0.90","0.90"
"189:41:47","0.91","0.91","0.91","0.91","0.73","0.73","0.73","0.73","0.94","0.94","0.94","0.94"
"189:41:48","0.92","0.92","0.92","0.92","0.73","0.73","0.73","0.73","0.98","0.98","0.98","0.98"
"189:41:49","0.91","0.91","0.91","0.91","0.73","0.73","0.73","0.73","0.92","0.92","0.92","0.92"
"189:41:50","0.93","0.93","0.93","0.93","0.74","0.74","0.74","0.74","0.94","0.94","0.94","0.94"
"189:41:51","0.95","0.95","0.95","0.95","0.74","0.74","0.74","0.74","0.99","0.99","0.99","0.99"
"189:41:52","0.96","0.96","0.96","0.96","0.74","0.74","0.74","0.74","0.94","0.94","0.94","0.94"
"189:41:53","0.96","0.96","0.96","0.96","0.75","0.75","0.75","0.75","0.95","0.95","0.95","0.95"
"189:41:54","0.96","0.96","0.96","0.96","0.76","0.76","0.76","0.76","1.00","1.00","1.00","1.00"
"189:41:55","0.96","0.96","0.96","0.96","0.76","0.76","0.76","0.76","0.96","0.96","0.96","0.96"
"189:41:56","0.97","0.97","0.97","0.97","0.76","0.76","0.76","0.76","0.95","0.95","0.95","0.95"
"189:41:57","0.97","0.97","0.97","0.97","0.77","0.77","0.77","0.77","1.01","1.01","1.01","1.01"
"189:41:58","0.97","0.97","0.97","0.97","0.78","0.78","0.78","0.78","0.97","0.97","0.97","0.97"
"189:41:59","0.96","0.96","0.96","0.96","0.78","0.78","0.78","0.78","0.96","0.96","0.96","0.96"
"189:42:00","0.96","0.96","0.96","0.96","0.77","0.77","0.77","0.77","1.01","1.01","1.01","1.01"
"189:42:01","0.96","0.96","0.96","0.96","0.76","0.76","0.76","0.76","0.97","0.97","0.97","0.97"
"189:42:02","0.96","0.96","0.96","0.96","0.76","0.76","0.76","0.76","0.97","0.97","0.97","0.97"
"189:42:03","0.96","0.96","0.96","0.96","0.76","0.76","0.76","0.76","1.05","1.05","1.05","1.05"
"189:42:04","0.96","0.96","0.96","0.96","0.77","0.77","0.77","0.77","1.03","1.03","1.03","1.03"
"189:42:05","0.96","0.96","0.96","0.96","0.78","0.78","0.78","0.78","0.98","0.98","0.98","0.98"
"189:42:06","0.96","0.96","0.96","0.96","0.78","0.78","0.78","0.78","1.04","1.04","1.04","1.04"
"189:42:07","0.96","0.96","0.96","0.96","0.79","0.79","0.79","0.79","1.14","1.14","1.14","1.14"
"189:42:08","0.96","0.96","0.96","0.96","0.79","0.79","0.79","0.79","1.13","1.13","1.13","1.13"
"189:42:09","0.96","0.96","0.96","0.96","0.80","0.80","0.80","0.80","1.12","1.12","1.12","1.12"
"189:42:10","0.96","0.96","0.96","0.96","0.80","0.80","0.80","0.80","1.20","1.20","1.20","1.20"
"189:42:11","0.96","0.96","0.96","0.96","0.80","0.80","0.80","0.80","1.12","1.12","1.12","1.12"
"189:42:12","0.96","0.96","0.96","0.96","0.80","0.80","0.80","0.80","1.09","1.09","1.09","1.09"
"189:42:13","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.12","1.12","1.12","1.12"
"189:42:14","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.10","1.10","1.10","1.10"
"189:42:15","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.07","1.07","1.07","1.07"
"189:42:16","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.10","1.10","1.10","1.10"
"189:42:17","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.04","1.04","1.04","1.04"
"189:42:18","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.04","1.04","1.04","1.04"
"189:42:19","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.13","1.13","1.13","1.13"
"189:42:20","0.95","0.95","0.95","0.95","0.81","0.81","0.81","0.81","1.15","1.15","1.15","1.15"
"189:42:21","0.95","0.95","0.95","0.95","0.81","0.81","0.81","0.81","1.08","1.08","1.08","1.08"
"189:42:22","0.95","0.95","0.95","0.95","0.81","0.81","0.81","0.81","1.12","1.12","1.12","1.12"
"189:42:23","0.95","0.95","0.95","0.95","0.81","0.81","0.81","0.81","1.09","1.09","1.09","1.09"
"189:42:24","0.95","0.95","0.95","0.95","0.82","0.82","0.82","0.82","1.03","1.03","1.03","1.03"
"189:42:25","0.95","0.95","0.95","0.95","0.81","0.81","0.81","0.81","1.08","1.08","1.08","1.08"
"189:42:26","0.95","0.95","0.95","0.95","0.80","0.80","0.80","0.80","1.09","1.09","1.09","1.09"
"189:42:27","0.95","0.95","0.95","0.95","0.79","0.79","0.79","0.79","1.04","1.04","1.04","1.04"
"189:42:28","0.95","0.95","0.95","0.95","0.78","0.78","0.78","0.78","1.06","1.06","1.06","1.06"
"189:42:29","0.95","0.95","0.95","0.95","0.77","0.77","0.77","0.77","1.10","1.10","1.10","1.10"
"189:42:30","0.95","0.95","0.95","0.95","0.77","0.77","0.77","0.77","1.06","1.06","1.06","1.06"
"189:42:31","0.95","0.95","0.95","0.95","0.76","0.76","0.76","0.76","1.03","1.03","1.03","1.03"
"189:42:32","0.95","0.95","0.95","0.95","0.76","0.76","0.76","0.76","1.09","1.09","1.09","1.09"
"189:42:33","0.94","0.94","0.94","0.94","0.75","0.75","0.75","0.75","1.10","1.10","1.10","1.10"
"189:42:34","0.94","0.94","0.94","0.94","0.75","0.75","0.75","0.75","1.04","1.04","1.04","1.04"
"189:42:35","0.94","0.94","0.94","0.94","0.74","0.74","0.74","0.74","1.06","1.06","1.06","1.06"
"189:42:36","0.94","0.94","0.94","0.94","0.74","0.74","0.74","0.74","1.09","1.09","1.09","1.09"
"189:42:37","0.94","0.94","0.94","0.94","0.73","0.73","0.73","0.73","1.04","1.04","1.04","1.04"
"189:42:38","0.94","0.94","0.94","0.94","0.73","0.73","0.73","0.73","0.98","0.98","0.98","0.98"
"189:42:39","0.94","0.94","0.94","0.94","0.73","0.73","0.73","0.73","1.01","1.01","1.01","1.01"
"189:42:40","0.94","0.94","0.94","0.94","0.72","0.72","0.72","0.72","1.03","1.03","1.03","1.03"
"189:42:41","0.94","0.94","0.94","0.94","0.72","0.72","0.72","0.72","0.97","0.97","0.97","0.97"
"189:42:42","0.94","0.94","0.94","0.94","0.71","0.71","0.71","0.71","0.94","0.94","0.94","0.94"
"189:42:43","0.94","0.94","0.94","0.94","0.69","0.69","0.69","0.69","1.00","1.00","1.00","1.00"
"189:42:44","0.93","0.93","0.93","0.93","0.69","0.69","0.69","0.69","1.01","1.01","1.01","1.01"
"189:42:45","0.93","0.93","0.93","0.93","0.70","0.70","0.70","0.70","0.95","0.95","0.95","0.95"
"189:42:46","0.93","0.93","0.93","0.93","0.70","0.70","0.70","0.70","0.93","0.93","0.93","0.93"
